OlinkID	UniProt	Assay
OID30396	P39059	COL15A1
OID30397	Q6UVK1	CSPG4
OID30398	Q6UWP8	SBSN
OID30399	O75339	CILP
OID30400	P12277	CKB
OID30401	Q8WWQ8	STAB2
OID30402	Q8TDY8	IGDCC4
OID30403	P10645	CHGA
OID30404	P55000	SLURP1
OID30405	Q9H2X3	CLEC4M
OID30406	Q9Y646	CPQ
OID30407	Q04721	NOTCH2
OID30408	O95965	ITGBL1
OID30409	Q9Y251	HPSE
OID30410	Q15063	POSTN
OID30411	P08217	CELA2A
OID30412	Q9UQP3	TNN
OID30413	P17900	GM2A
OID30414	P37837	TALDO1
OID30415	Q13510	ASAH1
OID30416	P11279	LAMP1
OID30417	P17174	GOT1
OID30418	P61916	NPC2
OID30419	P07602	PSAP
OID30421	P24530	EDNRB
OID30422	Q99665	IL12RB2
OID30423	Q7Z698	SPRED2
OID30424	Q9NRR2	TPSG1
OID30425	Q16665	HIF1A
OID30426	Q9Y4C1	KDM3A
OID30427	Q9H832	UBE2Z
OID30428	O00206	TLR4
OID30429	P10070	GLI2
OID30430	Q04609	FOLH1
OID30431	Q9NQI0	DDX4
OID30432	Q13190	STX5
OID30433	Q6R327	RICTOR
OID30434	P03372	ESR1
OID30436	Q9BY41	HDAC8
OID30437	P43378	PTPN9
OID30439	Q96EB6	SIRT1
OID30440	P24928	POLR2A
OID30441	Q9HBE5	IL21R
OID30442	Q92185	ST8SIA1
OID30443	P10767	FGF6
OID30444	Q8WX93	PALLD
OID30445	Q9UPW0	FOXJ3
OID30446	P25490	YY1
OID30447	Q6UXZ4	UNC5D
OID30448	P09693	CD3G
OID30449	Q05329	GAD2
OID30450	Q6UXM1	LRIG3
OID30451	P15531	NME1
OID30452	P62834	RAP1A
OID30453	P15927	RPA2
OID30454	P61328	FGF12
OID30455	P46013	MKI67
OID30456	P24864	CCNE1
OID30457	P85299	PRR5
OID30458	P49715	CEBPA
OID30459	Q9NP95	FGF20
OID30460	P06401	PGR
OID30461	Q6UXL0	IL20RB
OID30462	Q9NP85	NPHS2
OID30463	Q01201	RELB
OID30464	Q9NZS2	KLRF1
OID30465	Q9Y2I7	PIKFYVE
OID30466	Q9NWV8	BABAM1
OID30467	O00401	WASL
OID30468	Q04837	SSBP1
OID30469	O75365	PTP4A3
OID30470	Q12888	TP53BP1
OID30471	O75173	ADAMTS4
OID30472	Q9UHA7	IL36A
OID30473	Q96EP0	RNF31
OID30474	O95429	BAG4
OID30475	Q8NI17	IL31RA
OID30476	Q9NS62	THSD1
OID30477	Q9NY59	SMPD3
OID30478	Q92574	TSC1
OID30479	Q13114-2	TRAF3
OID30480	P54274	TERF1
OID30481	Q96MM7	HS6ST2
OID30482	P35219	CA8
OID30483	Q9GZN4	PRSS22
OID30484	Q9NQ66	PLCB1
OID30485	P16671	CD36
OID30486	Q8NBK3	SUMF1
OID30487	Q6EBC2	IL31
OID30488	Q8NHP1	AKR7L
OID30489	Q9Y3D3	MRPS16
OID30490	P98170	XIAP
OID30491	O43184	ADAM12
OID30492	P48730	CSNK1D
OID30493	O43583	DENR
OID30494	O00148	DDX39A
OID30495	P36551	CPOX
OID30496	Q96D71	REPS1
OID30497	P09923	ALPI
OID30498	Q5TBC7	BCL2L15
OID30499	Q9UHN6	CEMIP2
OID30500	Q6B9Z1	IGFL4
OID30501	Q8IX19	MCEMP1
OID30502	P36897	TGFBR1
OID30503	Q14511	NEDD9
OID30504	Q8WVV4	POF1B
OID30505	Q9UIK4	DAPK2
OID30506	Q8IYW5	RNF168
OID30507	Q93062	RBPMS
OID30508	Q15697	ZNF174
OID30509	P17050	NAGA
OID30510	Q96PX8	SLITRK1
OID30511	P56645	PER3
OID30512	Q9H0U9	TSPYL1
OID30513	P26436	ACRV1
OID30514	Q5JS54	PSMG4
OID30515	Q7Z5L3	C1QL2
OID30516	Q15465	SHH
OID30517	P17643	TYRP1
OID30518	Q8IV38	ANKMY2
OID30519	O60447	EVI5
OID30520	Q16718	NDUFA5
OID30521	Q96PU5	NEDD4L
OID30522	O94916	NFAT5
OID30523	O95835	LATS1
OID30524	P24666	ACP1
OID30525	O60238	BNIP3L
OID30526	Q9H171	ZBP1
OID30527	Q99062	CSF3R
OID30528	Q9UHI8	ADAMTS1
OID30529	Q99584	S100A13
OID30530	P55211	CASP9
OID30531	Q9H3T2	SEMA6C
OID30532	Q15399	TLR1
OID30533	Q9Y2X7	GIT1
OID30534	P81534	DEFB103A_DEFB103B
OID30535	O43320	FGF16
OID30536	P52630	STAT2
OID30537	P20701	ITGAL
OID30538	Q86UE4	MTDH
OID30539	Q96PL5	ERMAP
OID30540	O60500	NPHS1
OID30541	Q8WV28	BLNK
OID30542	P48546	GIPR
OID30543	P09564	CD7
OID30545	Q15223	NECTIN1
OID30546	P23743	DGKA
OID30547	P29536	LMOD1
OID30548	O75688	PPM1B
OID30549	Q16643	DBN1
OID30550	Q5T2W1	PDZK1
OID30551	Q9NZH8	IL36G
OID30552	Q5QGZ9	CLEC12A
OID30553	P32927	CSF2RB
OID30554	P49765	VEGFB
OID30555	Q9BV40	VAMP8
OID30556	Q15762	CD226
OID30557	P06730	EIF4E
OID30558	Q14160	SCRIB
OID30559	Q02880	TOP2B
OID30560	O15400	STX7
OID30561	Q9H7Z7	PTGES2
OID30563	P14902	IDO1
OID30564	O60437	PPL
OID30565	O95157	NXPH3
OID30566	P06213	INSR
OID30567	P11234	RALB
OID30568	P49757	NUMB
OID30569	Q8N556	AFAP1
OID30570	P17301	ITGA2
OID30571	Q02952	AKAP12
OID30572	Q4VCS5	AMOT
OID30573	P30101	PDIA3
OID30574	P10912	GHR
OID30575	O95393	BMP10
OID30576	Q9UGN4	CD300A
OID30577	Q96QR1	SCGB3A1
OID30578	P30040	ERP29
OID30579	Q9ULI3	HEG1
OID30580	Q8TEA8	DTD1
OID30581	P01037	CST1
OID30582	Q9H7Y0	DIPK2B
OID30583	Q9BRK3	MXRA8
OID30584	O76074	PDE5A
OID30585	P22303	ACHE
OID30586	Q9BX67	JAM3
OID30587	P20908	COL5A1
OID30588	Q6QNK2	ADGRD1
OID30589	Q02223	TNFRSF17
OID30590	Q8NEU8	APPL2
OID30591	Q9BUH6	PAXX
OID30592	Q8NDA2	HMCN2
OID30593	Q9HCU4	CELSR2
OID30594	P06280	GLA
OID30595	Q9BUN1	MENT
OID30596	Q9H939	PSTPIP2
OID30597	Q8TDQ7	GNPDA2
OID30598	P55083	MFAP4
OID30599	Q9NS98	SEMA3G
OID30600	P04406	GAPDH
OID30601	P04090	RLN2
OID30602	Q5TDH0	DDI2
OID30603	P06132	UROD
OID30604	Q99574	SERPINI1
OID30605	P27348	YWHAQ
OID30606	Q9UI42	CPA4
OID30607	Q16378	PRR4
OID30608	Q6P5S2	LEG1
OID30609	O43399	TPD52L2
OID30610	P61457	PCBD1
OID30611	P40197	GP5
OID30612	P00325	ADH1B
OID30613	O75190	DNAJB6
OID30614	Q5JS37	NHLRC3
OID30615	Q8N8U9	BMPER
OID30616	O75347	TBCA
OID30617	P04083	ANXA1
OID30618	Q9BXJ0	C1QTNF5
OID30619	Q96HD1	CRELD1
OID30620	P0C862	C1QTNF9
OID30621	Q13976	PRKG1
OID30622	P54764	EPHA4
OID30623	Q9P2T1	GMPR2
OID30624	P50502	ST13
OID30625	P09529	INHBB
OID30627	P20155	SPINK2
OID30628	P14091	CTSE
OID30629	Q6P589	TNFAIP8L2
OID30630	O14745	SLC9A3R1
OID30631	P30047	GCHFR
OID30632	Q53FA7	TP53I3
OID30633	Q5VTT5	MYOM3
OID30634	Q8IUZ5	PHYKPL
OID30635	P52758	RIDA
OID30636	Q96A49	SYAP1
OID30637	Q9NQ48	LZTFL1
OID30638	O96007	MOCS2
OID30639	Q8NHV1	GIMAP7
OID30640	Q96AJ9	VTI1A
OID30641	P21854	CD72
OID30642	P07311	ACYP1
OID30643	Q9UK23	NAGPA
OID30644	Q9NRS6	SNX15
OID30645	P37840	SNCA
OID30646	P22455	FGFR4
OID30647	Q15276	RABEP1
OID30648	Q6FHJ7	SFRP4
OID30649	Q9HB71	CACYBP
OID30650	O60279	SUSD5
OID30651	A6NC86	PINLYP
OID30652	P49862	KLK7
OID30653	Q92619	ARHGAP45
OID30654	Q04323	UBXN1
OID30655	P35611	ADD1
OID30656	Q8N0X7	SPART
OID30657	P32321	DCTD
OID30658	P56192	MARS1
OID30659	Q6GMV3	PTRHD1
OID30660	O15335	CHAD
OID30661	P25686	DNAJB2
OID30662	Q58EX2	SDK2
OID30663	Q86SX6	GLRX5
OID30664	Q9Y4D1	DAAM1
OID30665	Q6UX06	OLFM4
OID30666	P01210	PENK
OID30667	P0DML2	CSH1
OID30668	P32119	PRDX2
OID30669	P40925	MDH1
OID30670	P10599	TXN
OID30671	P0DN86	CGB3_CGB5_CGB8
OID30672	P07998	RNASE1
OID30673	P04114	APOB
OID30674	Q92686	NRGN
OID30676	Q6UXB8	PI16
OID30677	P04180	LCAT
OID30678	Q0ZGT2	NEXN
OID30679	P07307	ASGR2
OID30680	P06744	GPI
OID30681	P07333	CSF1R
OID30682	Q86YW5	TREML1
OID30684	P00742	F10
OID30685	P04278	SHBG
OID30686	P02652	APOA2
OID30687	P20061	TCN1
OID30688	P12955	PEPD
OID30689	Q93091	RNASE6
OID30690	O00602	FCN1
OID30691	O43493	TGOLN2
OID30692	P50552	VASP
OID30693	P16233	PNLIP
OID30694	P22897	MRC1
OID30696	P12821	ACE
OID30697	P17927	CR1
OID30698	P02748	C9
OID30699	P0DJD7	PGA4
OID30700	P00390	GSR
OID30701	Q13790	APOF
OID30702	Q08830	FGL1
OID30703	P09172	DBH
OID30704	P27169	PON1
OID30705	P34096	RNASE4
OID30706	P02765	AHSG
OID30707	P0DUB6_P0DTE7_P0DTE8	AMY1A_AMY1B_AMY1C
OID30708	O14791	APOL1
OID30709	P01019	AGT
OID30710	Q01459	CTBS
OID30711	O95497	VNN1
OID30712	P04040	CAT
OID30713	P26927	MST1
OID30714	P06396	GSN
OID30715	P54108	CRISP3
OID30716	Q9BXR6	CFHR5
OID30717	P06276	BCHE
OID30718	Q04756	HGFAC
OID30719	P07358	C8B
OID30720	P36980	CFHR2
OID30721	Q9NZP8	C1RL
OID30722	P19827	ITIH1
OID30723	P00734	F2
OID30724	P05543	SERPINA7
OID30725	P61769	B2M
OID30726	P35542	SAA4
OID30727	P02649	APOE
OID30728	Q9Y5Y7	LYVE1
OID30729	O00391	QSOX1
OID30730	P20742	PZP
OID30731	P09871	C1S
OID30732	P10909	CLU
OID30733	P06727	APOA4
OID30734	Q96IY4	CPB2
OID30735	O75882-2	ATRN
OID30736	Q16610	ECM1
OID30737	P07225	PROS1
OID30738	P00746	CFD
OID30739	P00748	F12
OID30740	P0DOY2	IGLC2
OID30741	P43652	AFM
OID30742	Q96PD5	PGLYRP2
OID30743	P08185	SERPINA6
OID30744	P01031	C5
OID30745	P49908	SELENOP
OID30746	P05090	APOD
OID30747	P08519	LPA
OID30749	P02654	APOC1
OID30750	P01009	SERPINA1
OID30751	P02750	LRG1
OID30752	P14151	SELL
OID30753	P00736	C1R
OID30754	P43251	BTD
OID30755	P00751	CFB
OID30756	P05452	CLEC3B
OID30757	P36955	SERPINF1
OID30758	Q92496	CFHR4
OID30759	P11226	MBL2
OID30760	P03952	KLKB1
OID30761	P02775	PPBP
OID30762	Q14624	ITIH4
OID30763	P05154	SERPINA5
OID30764	P02776	PF4
OID30765	Q08380	LGALS3BP
OID30766	P10643	C7
OID30767	P05546	SERPIND1
OID30768	P02763	ORM1
OID30769	P02647	APOA1
OID30770	P04196	HRG
OID30771	P04217	A1BG
OID30772	P05156	CFI
OID30773	P03951	F11
OID30774	P29622	SERPINA4
OID30775	O43866	CD5L
OID30776	P01024	C3
OID30777	P05155	SERPING1
OID30778	P02743	APCS
OID30779	P08697	SERPINF2
OID30780	P02774	GC
OID30781	P05160	F13B
OID30782	P02766	TTR
OID30783	P02787	TF
OID30784	P27918	CFP
OID30785	P00747	PLG
OID30786	P01011	SERPINA3
OID30787	P02751	FN1
OID30788	P02671	FGA
OID30789	P01008	SERPINC1
OID30790	P08603	CFH
OID31158	Q96KB5	PBK
OID31159	Q8IYV9	IZUMO1
OID31160	Q15014	MORF4L2
OID31161	P12004	PCNA
OID31162	P18848	ATF4
OID31163	Q9NPI5	NMRK2
OID31164	P06493	CDK1
OID31165	P78395	PRAME
OID31166	Q99259	GAD1
OID31167	Q86SQ0	PHLDB2
OID31168	Q8N4E4	PDCL2
OID31169	A6NGN9	IGLON5
OID31170	Q3MIW9	MUCL3
OID31171	P00167	CYB5A
OID31172	Q15652	JMJD1C
OID31173	Q9H9E1	ANKRA2
OID31174	Q9GZT3	SLIRP
OID31175	O75330	HMMR
OID31176	Q14674	ESPL1
OID31177	Q9UPY8	MAPRE3
OID31178	A7E2Y1	MYH7B
OID31179	Q9H867	VCPKMT
OID31180	Q7Z4W2	LYZL2
OID31181	Q9P2D8	UNC79
OID31182	Q14677	CLINT1
OID31183	Q9UJZ1	STOML2
OID31184	Q8WZ55	BSND
OID31185	Q12836	ZP4
OID31187	P48165	GJA8
OID31188	O43889	CREB3
OID31189	P30304	CDC25A
OID31190	Q13017	ARHGAP5
OID31191	P43630	KIR3DL2
OID31192	Q7Z460	CLASP1
OID31193	P31371	FGF9
OID31194	Q8ND71	GIMAP8
OID31195	Q9UQE7	SMC3
OID31196	A8MVZ5	BTNL10
OID31197	Q9H741	SPRING1
OID31198	O00534	VWA5A
OID31199	Q6NT46	GAGE2A
OID31200	P17980	PSMC3
OID31201	Q14123	PDE1C
OID31202	Q00994	BEX3
OID31203	Q8N130	SLC34A3
OID31204	P31689	DNAJA1
OID31205	O15264	MAPK13
OID31206	Q9NS37	CREBZF
OID31207	Q12899	TRIM26
OID31208	O43739	CYTH3
OID31209	Q14554	PDIA5
OID31210	O95793	STAU1
OID31211	Q03111	MLLT1
OID31212	Q9NQP4	PFDN4
OID31213	Q13972	RASGRF1
OID31214	Q13087	PDIA2
OID31215	Q9GZP4	PITHD1
OID31216	Q8TE77	SSH3
OID31217	Q8NDC4	MORN4
OID31218	Q4VC05	BCL7A
OID31219	P23771	GATA3
OID31220	O00337	SLC28A1
OID31221	P01100	FOS
OID31222	P29353	SHC1
OID31223	P07992	ERCC1
OID31224	Q12849	GRSF1
OID31226	Q6P996	PDXDC1
OID31227	P34910	EVI2B
OID31228	Q9ULR5	PAIP2B
OID31229	P08700	IL3
OID31230	Q9UN42	ATP1B4
OID31231	Q6PH85	DCUN1D2
OID31232	O75409	H2AP
OID31233	Q969P6	TOP1MT
OID31234	Q9Y3C4	TPRKB
OID31235	A8MYV0	DCDC2C
OID31236	P49756	RBM25
OID31237	Q7Z6A9	BTLA
OID31238	O43422	THAP12
OID31239	Q86TS9	MRPL52
OID31240	Q96SD1	DCLRE1C
OID31241	P21781	FGF7
OID31242	O75794	CDC123
OID31243	Q9H293	IL25
OID31244	Q5VSG8	MANEAL
OID31245	Q587J8	KHDC3L
OID31246	Q9NZQ9	TMOD4
OID31247	Q5VT06	CEP350
OID31248	Q13127	REST
OID31249	O94986	CEP152
OID31250	Q8TDX7	NEK7
OID31251	A8MTB9	CEACAM18
OID31252	Q9Y6I3	EPN1
OID31254	Q06609	RAD51
OID31255	Q14055	COL9A2
OID31257	Q9UBU8	MORF4L1
OID31258	Q00653	NFKB2
OID31261	O75293	GADD45B
OID31262	P42681	TXK
OID31263	P01112	HRAS
OID31264	Q9UHL9	GTF2IRD1
OID31265	P43166	CA7
OID31267	Q8WWU5	TCP11
OID31268	O75665	OFD1
OID31269	O95777	LSM8
OID31270	Q8WUY3	PRUNE2
OID31271	O15164	TRIM24
OID31272	A6NLU5	VSTM2B
OID31273	Q9UK41	VPS28
OID31276	P49662	CASP4
OID31277	P11310	ACADM
OID31279	Q9UNP9	PPIE
OID31282	Q9H2G2	SLK
OID31283	O14879	IFIT3
OID31284	P47928	ID4
OID31285	O43903	GAS2
OID31286	Q99487	PAFAH2
OID31290	O60603	TLR2
OID31291	Q68DV7	RNF43
OID31292	Q9UHJ6	SHPK
OID31293	P49137	MAPKAPK2
OID31294	P04183	TK1
OID31297	O15211	RGL2
OID31298	P15248	IL9
OID31301	Q8TEW0	PARD3
OID31302	P07766	CD3E
OID31304	O60237	PPP1R12B
OID31306	Q96F10	SAT2
OID31311	Q6P5Z2	PKN3
OID31312	Q6ZVL6	KIAA1549L
OID31313	Q5VUJ9	EFCAB2
OID31315	Q9ULD2	MTUS1
OID31316	P30279	CCND2
OID31317	Q8IV48	ERI1
OID31318	P25092	GUCY2C
OID31319	Q9NYJ8	TAB2
OID31320	Q495A1	TIGIT
OID31322	P50454	SERPINH1
OID31324	Q96AT9	RPE
OID31326	O95997	PTTG1
OID31327	P51948	MNAT1
OID31328	Q9BW66	CINP
OID31329	P49454	CENPF
OID31332	Q9UJ99	CDH22
OID31335	O14717	TRDMT1
OID31336	Q7Z6I6	ARHGAP30
OID31338	Q6P995	FAM171B
OID31339	P78540	ARG2
OID31340	Q9NQ84	GPRC5C
OID31341	Q14204	DYNC1H1
OID31342	Q6UXC1	MAMDC4
OID31343	P26639	TARS1
OID31344	Q32MZ4	LRRFIP1
OID31345	O43663	PRC1
OID31346	Q7Z6P3	RAB44
OID31347	Q8WWF5	ZNRF4
OID31348	O75843	AP1G2
OID31349	Q9UHY7	ENOPH1
OID31350	Q96NB3	ZNF830
OID31351	Q9Y2J4	AMOTL2
OID31352	P33764	S100A3
OID31353	Q15796	SMAD2
OID31354	Q9UMX5	NENF
OID31355	O43768	ENSA
OID31356	P18754	RCC1
OID31357	P49366	DHPS
OID31358	P21695	GPD1
OID31359	P01266	TG
OID31360	P36873	PPP1CC
OID31361	P31785	IL2RG
OID31362	Q8WUD1	RAB2B
OID31363	Q13410	BTN1A1
OID31364	Q49A26	GLYR1
OID31366	Q9HC57	WFDC1
OID31367	Q9GZZ8	LACRT
OID31368	P63146	UBE2B
OID31369	P52848	NDST1
OID31370	Q14641	INSL4
OID31371	Q96IQ7	VSIG2
OID31372	Q6PKG0	LARP1
OID31373	Q6UW88	EPGN
OID31374	O60749	SNX2
OID31375	Q9BU02	THTPA
OID31376	P35249	RFC4
OID31377	Q9Y5E8	PCDHB15
OID31378	Q13287	NMI
OID31379	O95433	AHSA1
OID31380	P05091	ALDH2
OID31381	P49354	FNTA
OID31382	Q9UKM9	RALY
OID31383	Q06643	LTB
OID31384	P20807	CAPN3
OID31385	Q8NEB7	ACRBP
OID31386	O75351	VPS4B
OID31387	Q92485	SMPDL3B
OID31388	Q9BZW2	SLC13A1
OID31389	O15213	WDR46
OID31390	Q9P000	COMMD9
OID31391	O75460	ERN1
OID31392	Q8IYS2	KIAA2013
OID31393	Q96RE7	NACC1
OID31394	Q6B8I1	DUSP13
OID31395	O60941	DTNB
OID31396	O43504	LAMTOR5
OID31397	Q16891	IMMT
OID31398	Q5VX71	SUSD4
OID31399	Q8N5J2	MINDY1
OID31400	Q8N0Z9	VSIG10
OID31402	Q86TE4	LUZP2
OID31403	Q9NUW8	TDP1
OID31404	Q9BW85	YJU2
OID31405	A1KZ92	PXDNL
OID31406	Q8IY22	CMIP
OID31407	Q9GZX6	IL22
OID31408	Q6UW15	REG3G
OID31409	Q765P7	MTSS2
OID31410	Q16549	PCSK7
OID31411	Q96A25	TMEM106A
OID31412	P53384	NUBP1
OID31413	Q9H6E4	CCDC134
OID31414	O95166	GABARAP
OID31415	P51808	DYNLT3
OID31416	P29536	LMOD1
OID31417	P61812	TGFB2
OID31418	P84022	SMAD3
OID31419	P13051	UNG
OID31420	Q6WCQ1	MPRIP
OID31421	Q9BQE9	BCL7B
OID31422	O75528	TADA3
OID31423	Q86SQ7	SDCCAG8
OID31424	P54652	HSPA2
OID31425	Q92783	STAM
OID31426	Q9BRQ6	CHCHD6
OID31427	Q9H2R5	KLK15
OID31428	Q9UHP3	USP25
OID31429	Q8NG06	TRIM58
OID31430	Q86UX2	ITIH5
OID31431	P43627	KIR2DL2
OID31433	Q9HD43	PTPRH
OID31434	Q8TBM8	DNAJB14
OID31435	Q96AQ6	PBXIP1
OID31436	P21912	SDHB
OID31437	Q96T91	GPHA2
OID31438	Q9H8Y8	GORASP2
OID31439	Q9Y3L3	SH3BP1
OID31440	A6NM11	LRRC37A2
OID31441	Q14BN4	SLMAP
OID31442	P19525	EIF2AK2
OID31443	Q7Z692	CEACAM19
OID31444	Q9ULC4	MCTS1
OID31445	Q15599	SLC9A3R2
OID31446	Q03169	TNFAIP2
OID31447	Q7Z4H3	HDDC2
OID31448	Q9Y5Q6	INSL5
OID31450	O60232	ZNRD2
OID31451	Q6UW56	ATRAID
OID31452	Q96K21	ZFYVE19
OID31453	O43805	SSNA1
OID31454	P10415	BCL2
OID31455	Q14160	SCRIB
OID31456	O60245	PCDH7
OID31457	P33316	DUT
OID31458	Q05193	DNM1
OID31459	Q16819	MEP1A
OID31460	O75071	EFCAB14
OID31461	Q15262	PTPRK
OID31462	Q6PL24	TMED8
OID31463	O94988	FAM13A
OID31464	Q17RW2	COL24A1
OID31465	O60502	OGA
OID31466	Q676U5	ATG16L1
OID31467	Q86UU1	PHLDB1
OID31468	Q02750	MAP2K1
OID31469	Q8IV16	GPIHBP1
OID31470	P19075	TSPAN8
OID31471	O75940	SMNDC1
OID31472	Q8WXX5	DNAJC9
OID31473	Q6NUJ1	PSAPL1
OID31474	P14902	IDO1
OID31475	Q99733	NAP1L4
OID31476	Q96RF0	SNX18
OID31477	Q9UH65	SWAP70
OID31478	O00203	AP3B1
OID31479	Q9P013	CWC15
OID31480	Q93033	CD101
OID31481	Q674X7	KAZN
OID31482	Q14258	TRIM25
OID31483	Q14246	ADGRE1
OID31484	Q96DE0	NUDT16
OID31485	Q9Y5S2	CDC42BPB
OID31486	Q92890	UFD1
OID31487	Q8N6M0	OTUD6B
OID31488	Q13443	ADAM9
OID31489	Q8IXQ3	C9orf40
OID31490	Q68D85	NCR3LG1
OID31491	P17181	IFNAR1
OID31492	O43312	MTSS1
OID31494	P54577	YARS1
OID31495	Q2WEN9	CEACAM16
OID31496	Q63HQ2	EGFLAM
OID31497	P53990	IST1
OID31498	P21128	ENDOU
OID31499	Q9UIM3	FKBPL
OID31500	P42081	CD86
OID31501	P20700	LMNB1
OID31502	Q15172	PPP2R5A
OID31503	Q14011	CIRBP
OID31504	O75830	SERPINI2
OID31505	P13284	IFI30
OID31506	Q7Z569	BRAP
OID31507	Q8TF64	GIPC3
OID31508	Q8NHZ8	CDC26
OID31510	Q9UMS0	NFU1
OID31511	Q6UWK7	GPR15L
OID31512	Q6BCY4	CYB5R2
OID31513	Q9H2K0	MTIF3
OID31514	Q96BQ1	FAM3D
OID31515	O75781	PALM
OID31516	Q9HC56	PCDH9
OID31517	P48060	GLIPR1
OID31518	Q92499	DDX1
OID31519	Q99447	PCYT2
OID31520	Q9H910	JPT2
OID31521	P17568	NDUFB7
OID31522	Q9NPJ3	ACOT13
OID31523	P62330	ARF6
OID31524	Q8IWZ8	SUGP1
OID31525	O15182	CETN3
OID31526	Q96R05	RBP7
OID30791	Q8IZJ0	IFNL2
OID30792	Q7L311	ARMCX2
OID30794	O75631	UPK3A
OID30795	Q9UKW4	VAV3
OID30796	O76039	CDKL5
OID30797	Q96PV0	SYNGAP1
OID30798	O95049	TJP3
OID30799	Q13509	TUBB3
OID30800	P35221	CTNNA1
OID30801	O75312	ZPR1
OID30802	Q13224	GRIN2B
OID30803	P48169	GABRA4
OID30804	Q9NY72	SCN3B
OID30805	Q9NQW8	CNGB3
OID30806	Q96J84	KIRREL1
OID30807	P26441	CNTF
OID30808	O43474	KLF4
OID30809	P43220	GLP1R
OID30810	P41732	TSPAN7
OID30811	P60880	SNAP25
OID30812	P49792	RANBP2
OID30813	Q03721	KCNC4
OID30814	Q17R60	IMPG1
OID30815	Q14894	CRYM
OID30816	Q96Q89	KIF20B
OID30817	O95372	LYPLA2
OID30818	Q9H461	FZD8
OID30819	Q96P66	GPR101
OID30820	Q02641	CACNB1
OID30821	Q8N111	CEND1
OID30822	Q5SXM8	DNLZ
OID30823	Q30KQ4	DEFB116
OID30824	P08908	HTR1A
OID30825	Q7RTW8	OTOA
OID30826	P25440	BRD2
OID30827	P04234	CD3D
OID30828	Q96L15	ART5
OID30829	Q15042	RAB3GAP1
OID30830	Q96GG9	DCUN1D1
OID30831	Q19T08	ECSCR
OID30832	Q9UKV0	HDAC9
OID30833	Q99250	SCN2A
OID30834	P52179	MYOM1
OID30835	P47874	OMP
OID30836	Q9BZ29	DOCK9
OID30837	Q9Y3E2	BOLA1
OID30838	A6NGG8	PCARE
OID30839	P07954	FH
OID30840	Q13936	CACNA1C
OID30841	Q14627	IL13RA2
OID30842	Q9UL42	PNMA2
OID30843	O95196	CSPG5
OID30844	O15382	BCAT2
OID30845	Q5T871	LELP1
OID30846	Q687X5	STEAP4
OID30847	Q0VDD7	BRME1
OID30848	P05549	TFAP2A
OID30849	Q8WTQ1	DEFB104A_DEFB104B
OID30850	Q99700	ATXN2
OID30851	P23435	CBLN1
OID30852	Q86T26	TMPRSS11B
OID30853	P52788	SMS
OID30854	P26378	ELAVL4
OID30855	P26715	KLRC1
OID30856	Q6QNY1	BLOC1S2
OID30857	Q9Y6U3	SCIN
OID30858	Q96PH6	DEFB118
OID30859	Q14129	DGCR6
OID30860	Q8IWB1	ITPRIP
OID30861	Q99856	ARID3A
OID30862	Q8IVU1	IGDCC3
OID30863	Q9UJC5	SH3BGRL2
OID30864	Q6P5Q4	LMOD2
OID30865	P05787	KRT8
OID30868	Q9H492	MAP1LC3A
OID30869	Q99653	CHP1
OID30870	Q6QEF8	CORO6
OID30871	Q12774	ARHGEF5
OID30872	O43396	TXNL1
OID30873	O14503	BHLHE40
OID30874	P10523	SAG
OID30875	P55283	CDH4
OID30876	O15020	SPTBN2
OID30877	Q8WXG9	ADGRV1
OID30878	Q8NFZ4	NLGN2
OID30879	O15350	TP73
OID30880	O15083	ERC2
OID30881	Q86WK6	AMIGO1
OID30882	Q86UW9	DTX2
OID30883	Q8N8R5	C2orf69
OID30884	P0C7M8	CLEC2L
OID30885	Q6P9F5	TRIM40
OID30886	Q9HCM4	EPB41L5
OID30887	Q9Y285	FARSA
OID30888	Q2M3V2	SOWAHA
OID30889	Q8IY33	MICALL2
OID30890	Q9NZA1	CLIC5
OID30891	Q9BV20	MRI1
OID30892	Q9UHL0	DDX25
OID30893	Q93015	NAA80
OID30894	Q9P2M7	CGN
OID30895	Q9ULH4	LRFN2
OID30896	Q16520	BATF
OID30897	Q53GD3	SLC44A4
OID30898	Q6ZUT3	FRMD7
OID30900	Q8N2Q7	NLGN1
OID30901	Q9Y4C0	NRXN3
OID30902	O75718	CRTAP
OID30903	Q9NY46	SCN3A
OID30904	Q96G03	PGM2
OID30905	P48436	SOX9
OID30906	Q9HBL6	LRTM1
OID30907	Q9P2M1	LRP2BP
OID30908	Q10571	MN1
OID30909	P61366	OSTN
OID30910	P48775	TDO2
OID30911	Q9C0A0	CNTNAP4
OID30912	Q9NUG6	PDRG1
OID30913	P09455	RBP1
OID30914	Q86UP6	CUZD1
OID30915	Q9ULU8	CADPS
OID30916	Q9NPB3	CABP2
OID30917	Q96A32	MYLPF
OID30918	Q16401	PSMD5
OID30919	P20823	HNF1A
OID30920	P63211	GNGT1
OID30921	O15234	CASC3
OID30922	Q6UWJ8	CD164L2
OID30923	Q16650	TBR1
OID30924	Q5VT99	LRRC38
OID30925	P63172	DYNLT1
OID30927	Q14184	DOC2B
OID30928	P0DKB5	TPBGL
OID30929	P54105	CLNS1A
OID30930	P11229	CHRM1
OID30931	Q9ULW2	FZD10
OID30932	Q0P6D2	DIPK1C
OID30933	O75121	MFAP3L
